duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,is_intrusion
0,tcp,http,SF,309,186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,198,5070,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,315,15340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,313,13045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,239,39243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,312,531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,201,7911,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,283,21400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,211,1976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,231,1931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,240,2416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,tcp,http,SF,202,308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,214,318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,315,935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,udp,domain_u,SF,43,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,ftp_data,SF,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,ftp_data,SF,7422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,tcp,smtp,SF,1907,408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,ftp_data,SF,8766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,tcp,http,SF,230,1380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,40,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,44,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,43,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,43,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,tcp,smtp,SF,2897,282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,tcp,smtp,SF,1144,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,ftp_data,SF,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,280,1401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,253,124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,233,275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,307,1752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,172,5615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,300,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,375,1460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,313,863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,162,4406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,209,921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,217,3692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,283,2911,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,14497,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,tcp,http,SF,201,838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,253,473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,315,788,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,198,659,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,smtp,SF,2469,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,smtp,SF,5202,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,tcp,ftp,SF,1528,4152,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,1,0
1,tcp,smtp,SF,1562,321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,udp,private,SF,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,43,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,other,SF,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,udp,other,SF,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,other,SF,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,udp,other,SF,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2595,udp,other,SF,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,udp,other,SF,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11544,udp,other,SF,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,udp,other,SF,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,smtp,SF,787,325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,tcp,smtp,SF,749,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,tcp,smtp,SF,645,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,tcp,smtp,SF,1112,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,ftp_data,SF,190,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,smtp,SF,1106,325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,ftp_data,SF,567,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0
0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,ftp_data,SF,383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,tcp,ftp_data,SF,740,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0
0,tcp,ftp_data,SF,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,tcp,smtp,SF,1205,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,306,2507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,227,1075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,icmp,urp_i,SF,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,udp,private,SF,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,udp,private,SF,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,udp,private,SF,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1949,udp,other,SF,145,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,236,1151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,238,468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,180,9317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,189,45263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,tcp,smtp,SF,1550,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,219,5280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,272,769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,235,934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,tcp,http,SF,317,1726,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,228,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,tcp,smtp,SF,1534,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,226,3210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,158,18472,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,240,664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,296,526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,250,637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,320,2367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,285,3534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,284,1256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,318,362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,228,1271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,316,558,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,242,354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,298,1708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,189,2543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,350,5790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,319,6534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
902,tcp,http,RSTR,56504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,tcp,http,SF,232,22780,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2065,tcp,http,RSTR,56504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,tcp,http,SF,388,1433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,190,3370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,211,382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,221,12304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,220,1112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,302,764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,220,891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,141,16617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,254,1806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,45,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,45,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,215,565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,259,14420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,219,2762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,210,28076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,332,2289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,310,2446,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,288,535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,247,501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,301,1856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,220,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,tcp,http,SF,202,495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,213,306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,244,2318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,235,258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,260,272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,318,1342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,235,5273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,192,1805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,246,1948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,202,1084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,225,1484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,ftp_data,SF,26408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,199,5380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,228,1112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,195,8419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,322,1425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,234,1481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,334,15650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,255,1408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,281,757,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
896,tcp,http,RSTR,55744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,tcp,http,SF,216,712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,udp,domain_u,SF,79,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,tcp,smtp,SF,124,234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021,tcp,http,RSTR,3944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,tcp,http,SF,226,1295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,43,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,31,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,udp,domain_u,SF,44,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,299,674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,ftp_data,SF,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,243,1973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,292,2420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,342,1075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,278,13644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tcp,http,SF,292,535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
901,tcp,http,RSTR,56504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
